[2026-03-03 02:55:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:35:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:35:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:35:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:35:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:35:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:35:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:35:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:36:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:36:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:36:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:36:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:36:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:36:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:36:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:36:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:37:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:37:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:37:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:37:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:37:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:37:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:37:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:37:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:38:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:38:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:38:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:38:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:38:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:38:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:38:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:38:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:39:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:40:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:40:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:40:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:40:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:40:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:40:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:40:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:40:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:41:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:42:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:43:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:44:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:45:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:46:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:47:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:48:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:49:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:50:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:51:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:52:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:53:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:54:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:55:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:56:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:57:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:58:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:59:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:00:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:01:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:02:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:03:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:04:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:05:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:06:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:06:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:06:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:06:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:06:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:06:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:06:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:06:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:07:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:08:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:08:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:08:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:08:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:08:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:08:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:08:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:08:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:09:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:09:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 11:09:15] Altruists (Green): 19 | Selfish (Red): 17
